code;libelle;definition
ASS;ASSAINISSEMENT;""
EAU;EAU;""
ELE;ELECTRICITE;Infrastructure d energie electrique indiferenciee
EBT;ELECTRICITE BASSE TENSION;""
HTA;ELECTRICITE HAUTE TENSION CATEGORIE A;""
HTB;ELECTRICITE HAUTE TENSION CATEGORIE B;""
GAZ;GAZ;""
NC;NON COMMUNIQUE;""
TEL;TELECOM;""
HTZ;HERTZIEN;Faisceau hertzien. 
